Number,Case,Min,Mean,Max
5,26,0.0,0.1575764341176471,0.4659045
5,27,0.05599395,0.22302936733333337,0.641893
5,28,0.02276842,0.17476473363636363,0.6046461
5,29,0.02673818,0.16493215049999999,0.5831308
5,30,0.02683618,0.2962190580952381,1.108614
6,10,0.01145367,0.0642745146875,0.2398971
6,11,0.05912678,0.28423212923076924,0.5952454
6,12,0.03455621,0.15097468545454545,0.3264233
6,13,0.04238458,0.18315151363636364,0.4045912
6,14,0.03458672,0.2529656584615385,0.6574087
6,15,0.01652311,0.15006593166666668,0.2715727
6,16,0.01734533,0.20064810249999998,0.4070962
6,17,0.02502757,0.3090811823076923,0.6978909
6,18,0.03854612,0.2733328545454546,0.5964041
6,19,0.03749849,0.20417148700000004,0.4631802
6,20,0.06174628,0.20459897642857144,0.4488208
6,21,0.6332016,0.6812563666666667,0.7414513
6,22,0.4035954,0.6709791333333334,0.9269651
6,23,0.5093457,0.7089763333333332,1.100441
6,24,0.5437881,0.5517503666666667,0.5600135
6,25,0.5694476,0.5815021333333333,0.5921021
6,26,0.5229982,0.809232825,1.284679
6,27,0.5556083,1.11909165,2.039191
6,28,0.9091695,1.42900925,1.948849
6,29,0.4852939,0.8168515999999999,1.220933
6,30,0.01879202,0.39425442222222223,0.8263435
6,31,0.1698784,0.35671034,0.6447608
6,32,0.1832011,0.3487926333333334,0.5696571
6,33,0.1869905,0.3102970636363636,0.4804958
6,34,0.2201302,0.3867163727272727,0.6271901
6,35,0.009271964,0.32212935581818186,0.6784169
6,36,0.1835307,0.33438338,0.5831854
6,37,0.161845,0.27391670769230775,0.4710072
6,38,0.1212174,0.30490575000000003,0.539856
6,39,0.1050864,0.20593135,0.3552389
6,40,0.1305992,0.2551275214285715,0.430759
7,10,0.1160664,0.48243837692307695,1.00571
7,11,0.1468795,0.9172715142857145,1.782245
7,12,0.3859474,0.9911668,1.403059
7,13,0.2211063,0.47838755,0.7356688
7,14,0.3908727,1.01368865,1.811479
7,15,1.097558,1.1039796666666668,1.115412
7,16,0.04068526,1.6935933483333334,3.281436
7,17,0.43438,0.9045713,1.351287
7,18,0.5730922,0.8776049,1.103918
7,19,0.3544139,0.76467295,0.9681793
7,20,0.3555353,0.6938331333333333,1.043664
7,21,1.216019,1.216019,1.216019
7,22,0.0,0.39086316666666665,0.6028128
7,23,0.7613837,1.1999222333333333,1.601082
7,24,0.6241877,0.714269225,0.8528027
7,25,0.872858,1.279024775,1.689149
7,26,2.710171,2.710171,2.710171
7,27,1.73354,1.7603605,1.787181
7,28,1.430988,1.4498805000000001,1.468773
7,29,4.255875,4.255875,4.255875
7,30,1.23581,1.8342735,2.432737
8,10,0.007392963,0.04401436413333333,0.174929
8,11,0.02328522,0.3757574025,0.8940043
8,12,0.1144009,0.8792301,1.730396
8,13,0.2290568,0.49401735,0.9156153
8,14,0.007332424,0.27506954159999997,0.8023627
8,15,0.07324045,0.4971568071428572,0.8971252
8,16,0.06729445,0.28986579375000004,0.6264464
8,17,0.02422228,0.2868592318181818,0.6804901
8,18,0.06957934,0.549843784,1.201583
8,19,0.004904142,0.35942098899999997,0.8120613
8,20,0.1389056,0.48498859000000005,1.245222
8,21,1.509133,2.379471,3.249809
8,22,0.9475942,1.3080066000000001,1.668419
8,23,0.9813057,1.76481785,2.54833
8,24,0.8716414,1.4858562,2.100071
8,25,0.7585589,0.8176460666666666,0.8600917
8,26,0.5204434,0.6194398666666666,0.6778487
8,27,0.2444303,0.55611615,0.867802
8,28,0.9555093,1.3285676333333334,2.048321
8,29,0.4246693,0.9737675499999999,1.515854
8,30,0.1988795,0.40727241818181814,0.8514798
9,10,0.006932764,0.07440884234210526,0.2623368
9,11,0.01788327,0.30998668230769233,0.6825643
9,12,0.07811307,0.39202012249999996,0.7863824
9,13,0.07524041,0.43293587636363645,0.8906661
9,14,0.03371803,0.2097962672727273,0.3920629
9,15,0.2518264,0.36357149,0.6121758
9,16,0.0307679,0.3685242846153845,0.8403932
9,17,0.01292722,0.4083697614285714,1.33647
9,18,0.02505275,0.3477913592307692,0.6812069
9,19,0.09081508,0.44102711636363645,0.8588963
9,20,0.1162373,0.26413748181818186,0.5868024
9,21,0.670458,0.7519395000000001,0.8174307
9,22,0.6422229,0.89554144,1.263443
9,23,0.6984844,1.0731964999999999,1.69276
9,24,0.5359491,0.8652667749999999,1.402507
9,25,0.4908455,0.8369817166666667,1.36599
9,26,0.7098665,0.9119264666666665,1.167787
9,27,0.7316734,1.3345217,1.93737
9,28,0.7303069,1.04199175,1.358182
9,29,0.8927383,1.2584033,1.747718
9,30,0.8092877,0.8518191666666667,0.9113613
