Number,Case,Velocity
3,13,0.478011
3,13,0.6481534
3,13,0.5548705
3,14,0.9756023
3,14,0.4803389
3,14,0.8656255
3,14,0.04212898
3,14,0.1602765
3,14,0.09522339
3,14,0.3926847
3,14,0.9500599
3,15,0.591506
3,15,0.5474495
3,15,0.02915686
3,15,0.02494403
3,15,0.8838191
3,16,0.1989108
3,16,0.2005246
3,16,0.1461789
3,16,0.3128662
3,17,0.8984082
3,17,0.01163129
3,17,1.459775
3,17,0.05436813
3,17,0.5921819
3,17,0.34139
3,17,0.9312879
3,17,0.5941496
3,18,0.5630801
3,18,0.4255743
3,18,0.2080003
3,18,0.5840609
3,19,0.9348148
3,19,0.524977
3,19,0.6635104
3,19,0.06875302
3,19,0.05932509
3,19,0.466438
3,19,0.4063354
3,20,0.5640341
3,20,1.054553
3,20,0.5014517
3,20,0.0562324
3,20,0.02596459
3,20,0.7343047
3,21,1.493013
3,21,0.7635896
3,22,1.754223
3,22,0.8488263
3,22,1.398535
3,23,0.7935606
3,23,0.3836878
3,23,0.3769437
3,23,0.9245222
3,23,0.02629135
3,23,1.05268
3,24,1.392615
3,25,0.9022423
3,25,0.4993674
3,25,0.4930271
3,25,1.156275
3,26,0.8988734
3,26,0.5269326
3,26,1.011871
3,26,0.489387
3,27,0.8667808
3,27,0.5364397
3,28,0.8899571
3,28,0.4732634
3,28,0.9824585
3,29,0.5338075
3,29,0.9037079
3,29,0.4425417
3,29,0.7830968
3,29,0.3518152
3,30,0.4912963
3,30,0.3243931
3,30,0.6113293
3,30,0.2971961
3,30,0.644122
3,30,0.3143307
3,30,0.3538573
3,10,0.1769758
3,10,0.1781265
3,10,0.1759319
3,10,0.3658222
3,10,0.3021872
3,10,0.07429068
3,10,0.1567578
3,10,0.03287074
3,10,0.06090109
3,10,0.029745
3,10,0.02840898
3,10,0.1157863
3,10,0.1108037
3,10,0.2990627
3,10,0.1857586
3,10,0.4688443
3,10,0.2737609
3,11,0.4156024
3,11,0.7439862
3,11,0.3332677
3,11,0.1153632
3,11,0.6462004
3,11,0.516168
3,12,0.1453817
3,12,0.2896636
3,13,0.478011
3,13,0.6481534
3,13,0.5548705
3,14,0.9756023
3,14,0.4803389
3,14,0.8656255
3,14,0.04212898
3,14,0.1602765
3,14,0.09522339
3,14,0.3926847
3,14,0.9500599
3,15,0.591506
3,15,0.5474495
3,15,0.02915686
3,15,0.02494403
3,15,0.8838191
3,16,0.1989108
3,16,0.2005246
3,16,0.1461789
3,16,0.3128662
3,17,0.8984082
3,17,0.01163129
3,17,1.459775
3,17,0.05436813
3,17,0.5921819
3,17,0.34139
3,17,0.9312879
3,17,0.5941496
3,18,0.5630801
3,18,0.4255743
3,18,0.2080003
3,18,0.5840609
3,19,0.9348148
3,19,0.524977
3,19,0.6635104
3,19,0.06875302
3,19,0.05932509
3,19,0.466438
3,19,0.4063354
3,20,0.5640341
3,20,1.054553
3,20,0.5014517
3,20,0.0562324
3,20,0.02596459
3,20,0.7343047
3,21,1.493013
3,21,0.7635896
3,22,1.754223
3,22,0.8488263
3,22,1.398535
3,23,0.7935606
3,23,0.3836878
3,23,0.3769437
3,23,0.9245222
3,23,0.02629135
3,23,1.05268
3,24,1.392615
3,25,0.9022423
3,25,0.4993674
3,25,0.4930271
3,25,1.156275
3,26,0.8988734
3,26,0.5269326
3,26,1.011871
3,26,0.489387
3,27,0.8667808
3,27,0.5364397
3,28,0.8899571
3,28,0.4732634
3,28,0.9824585
3,29,0.5338075
3,29,0.9037079
3,29,0.4425417
3,29,0.7830968
3,29,0.3518152
3,30,0.4912963
3,30,0.3243931
3,30,0.6113293
3,30,0.2971961
3,30,0.644122
3,30,0.3143307
3,30,0.3538573
4,11,0.2546003
4,11,0.1336947
4,11,0.286203
4,11,0.1411931
4,11,0.2717172
4,11,0.1550157
4,11,0.2486321
4,11,0.09979208
4,11,0.06257945
4,11,0.141245
4,11,0.009747988
4,11,0.05597287
4,11,0.05048915
4,11,0.2917608
4,11,0.2365539
4,12,0.1383429
4,12,0.277122
4,12,0.139637
4,12,0.2531309
4,12,0.03291233
4,12,0.07435559
4,12,0.2895066
4,13,0.3081687
4,13,0.1261032
4,13,0.2610042
4,13,0.1093774
4,13,0.121373
4,13,0.229479
4,13,0.02390219
4,13,0.1826099
4,13,0.02365971
4,13,0.3761477
4,13,0.312478
4,14,0.4109824
4,14,0.2034219
4,14,0.4132426
4,14,0.2101808
4,14,0.326693
4,14,0.04012009
4,14,0.04245423
4,14,0.1741598
4,14,0.1997176
4,15,0.5488433
4,15,0.2756433
4,15,0.5406327
4,15,0.1936139
4,15,0.195342
4,15,0.2171022
4,15,0.07008502
4,15,0.299099
4,15,0.439358
4,15,0.4150153
4,16,0.7510591
4,16,0.2983569
4,16,0.5835297
4,16,0.2655236
4,16,0.260375
4,16,0.04082536
4,16,0.110868
4,16,0.101902
4,16,0.08311105
4,16,0.7372175
4,17,0.3768941
4,17,0.2149477
4,17,0.3323968
4,17,0.120374
4,17,0.08501203
4,17,0.1403685
4,17,0.3352194
4,18,0.2977546
4,18,0.5109411
4,18,0.2156197
4,18,0.2203619
4,18,0.08583414
4,18,0.2530983
4,18,0.4384467
4,18,0.4832197
4,19,0.3537169
4,19,0.7048165
4,19,0.2106352
4,19,0.1826686
4,19,0.06914493
4,19,0.6101377
4,19,0.2905855
4,20,0.6976627
4,20,0.3152131
4,20,0.2893161
4,20,0.5947639
4,20,0.2727895
4,20,0.2825851
4,20,0.07305077
4,20,0.266355
4,20,0.1139894
4,20,0.3329747
4,21,0.1019471
4,21,0.234901
4,21,0.08050631
4,21,0.08235882
4,21,0.1928558
4,21,0.1079814
4,21,0.1989373
4,21,0.09821282
4,21,0.2210498
4,21,0.09628059
4,21,0.1712641
4,21,0.08095931
4,21,0.07917343
4,21,0.2448214
4,21,0.1910191
4,21,0.2676401
4,21,0.382344
4,22,0.08785764
4,22,0.2651943
4,22,0.1281212
4,22,0.3933539
4,22,0.04901966
4,22,0.2156678
4,22,0.446958
4,23,0.222092
4,23,0.2061706
4,23,0.1069612
4,23,0.1051366
4,23,0.2623028
4,23,0.1270735
4,23,0.274922
4,23,0.1746901
4,23,0.2683964
4,23,0.2780952
4,23,0.3411921
4,24,0.3833514
4,24,0.5105612
4,24,0.1721423
4,24,0.3207649
4,24,0.1488491
4,24,0.1524646
4,24,0.4213269
4,24,0.2022173
4,24,0.373432
4,24,0.1769729
4,24,0.2774881
4,24,0.1398241
4,24,0.4808373
4,24,0.3809273
4,24,0.3625908
4,24,0.4750334
4,25,0.4398758
4,25,0.2188649
4,25,0.5075955
4,25,0.2882412
4,25,0.413848
4,26,0.3662985
4,26,0.3036543
4,26,0.2901528
4,27,0.3146101
4,27,0.1509938
4,27,0.2921607
4,27,0.1703687
4,27,0.452864
4,27,0.2741344
4,27,0.3813035
4,28,0.4527419
4,28,0.2763853
4,28,0.219722
4,28,0.1093703
4,28,0.2660598
4,28,0.08794398
4,28,0.2319498
4,28,0.1441682
4,28,0.2757942
4,28,0.5371708
4,29,0.5230967
4,29,0.2579405
4,29,0.9093842
4,30,0.3267722
4,30,0.2122874
4,30,0.3031476
4,30,0.3798513
4,10,0.2707188
4,10,0.3850845
4,10,0.1566449
4,10,0.1581193
4,10,0.3325244
4,10,0.1701878
4,10,0.2251473
4,10,0.0627642
4,10,0.1563579
4,10,0.08997702
4,10,0.1439957
4,10,0.0636412
4,10,0.0271874
4,10,0.05927175
4,10,0.02372132
4,10,0.02155038
4,10,0.06440186
4,10,0.1308715
4,10,0.05784206
4,10,0.09504485
4,10,0.04030467
4,10,0.04062402
4,10,0.1775469
4,10,0.08369148
4,11,0.2546003
4,11,0.1336947
4,11,0.286203
4,11,0.1411931
4,11,0.2717172
4,11,0.1550157
4,11,0.2486321
4,11,0.09979208
4,11,0.06257945
4,11,0.141245
4,11,0.009747988
4,11,0.05597287
4,11,0.05048915
4,11,0.2917608
4,11,0.2365539
4,12,0.1383429
4,12,0.277122
4,12,0.139637
4,12,0.2531309
4,12,0.03291233
4,12,0.07435559
4,12,0.2895066
4,13,0.3081687
4,13,0.1261032
4,13,0.2610042
