Number,Case,Velocity
Execute,1,0.08056026
Execute,1,0.01080756
Execute,1,0.0664985
Execute,1,0.0286253
Execute,1,0.04372972
Execute,1,0.01750515
Execute,1,0.02045932
Execute,1,0.02005493
Execute,1,0.05323911
Execute,1,0.02983362
Execute,1,0.06119359
Execute,1,0.03608747
Execute,1,0.03369003
Execute,1,0.139521
Execute,1,0.1142702
Execute,1,0.2195435
Execute,1,0.1787806
Execute,2,0.155277
Execute,2,0.2203122
Execute,2,0.2221588
Execute,2,0.1029705
Execute,2,0.0227659
Execute,2,0.02519519
Execute,2,0.03745411
Execute,2,0.02395837
Execute,2,0.0687221
Execute,2,0.009572718
Execute,2,0.01737017
Execute,2,0.007475241
Execute,2,0.05507906
Execute,2,0.03835741
Execute,2,0.03223407
Execute,2,0.1235832
Execute,2,0.05686479
Execute,2,0.1013273
Execute,2,0.05988098
Execute,2,0.1652224
Execute,2,0.1049075
Execute,2,0.1027028
Execute,3,0.1315671
Execute,3,0.1313621
Execute,3,0.04977817
Execute,3,0.1078576
Execute,3,0.04285075
Execute,3,0.08893926
Execute,3,0.04632424
Execute,3,0.0321945
Execute,3,0.01923775
Execute,3,0.02818117
Execute,3,0.05158232
Execute,3,0.02200987
Execute,3,0.03167424
Execute,3,0.0146996
Execute,3,0.05389927
Execute,3,0.03039273
Execute,3,0.02004546
Execute,3,0.0615199
Execute,3,0.02136118
Execute,3,0.01647974
Execute,4,0.1931898
Execute,4,0.1519388
Execute,4,0.2216746
Execute,4,0.07376391
Execute,4,0.1068484
Execute,4,0.04291109
Execute,4,0.08420669
Execute,4,0.04400969
Execute,4,0.07581361
Execute,4,0.03076577
Execute,4,0.02867329
Execute,4,0.05668499
Execute,4,0.09654036
Execute,4,0.184126
Execute,4,0.1503609
Execute,4,0.3589012
Execute,4,0.210628
Execute,5,0.1487786
Execute,5,0.2812464
Execute,5,0.1411466
Execute,5,0.1380031
Execute,5,0.2242482
Execute,5,0.08854653
Execute,5,0.16173
Execute,5,0.0779873
Execute,5,0.09513636
Execute,5,0.0293212
Execute,5,0.03142589
Execute,5,0.02254581
Execute,5,0.02150509
Execute,5,0.2193124
Execute,5,0.2062199
Execute,5,0.3849555
Execute,5,0.2417622
Execute,6,0.1224419
Execute,6,0.142731
Execute,6,0.09350796
Execute,6,0.2092626
Execute,6,0.05281125
Execute,6,0.06451076
Execute,6,0.007579253
Execute,6,0.03788177
Execute,6,0.02773687
Execute,6,0.06684898
Execute,6,0.05124674
Execute,6,0.08434089
Execute,6,0.1541819
Execute,6,0.1351981
Execute,6,0.2573665
Execute,6,0.1253909
Execute,6,0.3172615
Execute,6,0.1539098
Execute,7,0.1312004
Execute,7,0.132098
Execute,7,0.2490878
Execute,7,0.1001463
Execute,7,0.2028882
Execute,7,0.0368854
Execute,7,0.06814872
Execute,7,0.03137816
Execute,7,0.0459474
Execute,7,0.02682537
Execute,7,0.02156153
Execute,7,0.04170004
Execute,7,0.01982464
Execute,7,0.05920853
Execute,7,0.03665552
Execute,7,0.1566409
Execute,7,0.1783046
Execute,7,0.01968103
Execute,8,0.1010538
Execute,8,0.2384293
Execute,8,0.1032286
Execute,8,0.2297204
Execute,8,0.1251362
Execute,8,0.124955
Execute,8,0.2701299
Execute,8,0.1049253
Execute,8,0.1479903
Execute,8,0.04795125
Execute,8,0.05744011
Execute,8,0.02559233
Execute,8,0.06970555
Execute,8,0.07678911
Execute,8,0.06902267
Execute,8,0.1685187
Execute,8,0.09922063
Execute,8,0.3112694
Execute,8,0.1487675
Execute,8,0.4146095
Execute,8,0.2245356
Execute,9,0.2133911
Execute,9,0.3422857
Execute,9,0.0650868
Execute,9,0.06543261
Execute,9,0.1823796
Execute,9,0.06603091
Execute,9,0.1154647
Execute,9,0.05650288
Execute,9,0.04969017
Execute,9,0.1158338
Execute,9,0.06838989
Execute,9,0.153083
Execute,9,0.1477423
Execute,9,0.2806925
Execute,9,0.1937083
Execute,10,0.1769758
Execute,10,0.1781265
Execute,10,0.1759319
Execute,10,0.3658222
Execute,10,0.3021872
Execute,10,0.07429068
Execute,10,0.1567578
Execute,10,0.03287074
Execute,10,0.06090109
Execute,10,0.029745
Execute,10,0.02840898
Execute,10,0.1157863
Execute,10,0.1108037
Execute,10,0.2990627
Execute,10,0.1857586
Execute,10,0.4688443
Execute,10,0.2737609
Execute,11,0.4156024
Execute,11,0.7439862
Execute,11,0.3332677
Execute,11,0.1153632
Execute,11,0.6462004
Execute,11,0.516168
Execute,12,0.1453817
Execute,12,0.2896636
Execute,13,0.478011
Execute,13,0.6481534
Execute,13,0.5548705
Execute,14,0.9756023
Execute,14,0.4803389
Execute,14,0.8656255
Execute,14,0.04212898
Execute,14,0.1602765
