Number,Case,Acceleration
5,5,-5.276567
5,5,-3.743673
5,5,-1.000716
5,5,-3.834708
5,5,-0.9461848
5,5,-0.6841623
5,5,-2.453831
5,5,-1.586474
5,5,-1.950604
5,5,-0.9843267
5,5,-0.8210341
5,5,-1.016282
5,5,-1.784768
5,5,-0.6177254
5,5,-0.6802098
5,5,-0.9943203
5,5,-1.491148
5,5,-17.68044
5,6,-5.963329
5,6,-23.87389
5,6,-23.56826
5,6,-14.38485
5,6,-11.76536
5,6,-0.8542203
5,6,-6.165373
5,6,-1.747219
5,6,-1.690588
5,6,-0.9050826
5,6,-0.9592753
5,6,-1.234748
5,6,-2.360789
5,6,-0.8118318
5,6,-0.6678327
5,6,-0.6555054
5,6,-0.6094894
5,6,-1.630679
5,6,-1.032109
5,6,-4.377662
5,6,-20.98974
5,7,-13.93495
5,7,-15.64406
5,7,-6.319508
5,7,-10.22387
5,7,-5.797883
5,7,-4.232886
5,7,-4.83335
5,7,-1.808653
5,7,-0.6393648
5,7,-0.6214968
5,7,-0.6684842
5,7,-3.183527
5,7,-1.054856
5,7,-2.114836
5,7,-0.8731549
5,7,-0.7810517
5,7,-0.7339723
5,7,-1.393371
5,7,-12.17025
5,8,-19.63214
5,8,-12.38143
5,8,-4.812531
5,8,-9.593215
5,8,-12.89504
5,8,-6.285703
5,8,-1.020923
5,8,-0.7590935
5,8,-1.253214
5,8,-1.936699
5,8,-0.6716169
5,8,-1.739046
5,8,-0.8589085
5,8,-0.6768847
5,8,-1.178862
5,8,-0.8614616
5,8,-0.7519985
5,8,-0.6573402
5,8,-1.312133
5,8,-1.459645
5,8,-6.168069
5,8,-42.58562
5,9,-23.98437
5,9,-2.898908
5,9,-3.728105
5,9,-10.25428
5,9,-15.09573
5,9,-9.278337
5,9,-3.275718
5,9,-1.547019
5,9,-1.275858
5,9,-0.7164915
5,9,-1.350247
5,9,-0.9039782
5,9,-0.8515617
5,9,-0.6438457
5,9,-0.7096031
5,9,-1.168604
5,9,-0.6199946
5,9,-0.7631081
5,9,-2.212376
5,9,-1.086174
5,9,-4.240974
5,9,-12.9457
5,10,-17.40663
5,10,-14.73889
5,10,-9.617713
5,10,-14.97143
5,10,-11.49933
5,10,-2.874225
5,10,-1.28592
5,10,-3.270363
5,10,-1.699803
5,10,-1.410625
5,10,-0.7040622
5,10,-0.7749008
5,10,-2.927703
5,10,-2.953966
5,10,-0.6076987
5,10,-1.039285
5,10,-0.7758004
5,10,-1.936106
5,10,-1.484498
5,10,-5.322659
5,10,-11.90633
5,10,-24.04338
6,1,-17.9269
6,1,-32.6985
6,1,-25.7352
6,1,-6.746815
6,1,-5.306086
6,1,-2.312484
6,1,-0.6304181
6,1,-1.31302
6,1,-2.426722
6,1,-0.851234
6,1,-1.133123
6,1,-2.007362
6,1,-2.298421
6,1,-8.696308
6,1,-20.03481
6,2,-24.47846
6,2,-32.3669
6,2,-10.34828
6,2,-4.146883
6,2,-0.6381565
6,2,-0.9586092
6,2,-2.249253
6,2,-0.9845942
6,2,-1.640979
6,2,-1.214838
6,2,-4.448933
6,3,-20.66742
6,3,-18.59873
6,3,-15.17152
6,3,-3.154042
6,3,-2.980839
6,3,-1.465446
6,3,-0.9250535
6,3,-2.358401
6,3,-1.112919
6,3,-0.6653117
6,3,-2.099104
6,3,-2.031806
6,4,-21.63159
6,4,-3.789318
6,4,-25.18639
6,4,-12.84152
6,4,-1.560851
6,4,-3.627467
6,4,-1.038786
6,4,-0.8348281
6,4,-1.472961
6,4,-0.743311
6,4,-0.8468015
6,4,-1.478338
6,4,-1.99313
6,4,-4.568541
6,5,-14.19553
6,5,-7.019676
6,5,-7.217044
6,5,-3.531135
6,5,-5.892597
6,5,-2.478439
6,5,-2.064183
6,5,-4.041775
6,5,-4.31064
6,5,-1.626008
6,5,-1.510389
6,5,-2.287863
6,5,-2.785422
6,5,-2.912837
6,5,-0.6364226
6,6,-19.56449
6,6,-24.54431
6,6,-9.441269
6,6,-3.686598
6,6,-2.29388
6,6,-3.171552
6,6,-0.7427968
6,6,-1.696599
6,6,-1.908662
6,6,-3.201007
6,6,-1.661324
6,7,-34.50773
6,7,-11.43593
6,7,-3.553417
6,7,-6.30706
6,7,-4.303232
6,7,-0.7658609
6,7,-1.413946
6,7,-2.609083
6,7,-0.965731
6,7,-2.068517
6,7,-1.86414
6,7,-0.679229
6,7,-1.258932
6,7,-2.491709
6,7,-16.02721
6,8,-32.10889
6,8,-31.14902
6,8,-22.03851
6,8,-4.213272
6,8,-1.797229
6,8,-1.820111
6,8,-0.7658173
6,8,-2.947049
6,8,-4.125888
6,8,-2.989139
6,8,-1.051074
6,8,-0.6823104
6,8,-2.019449
6,8,-1.736389
6,8,-2.269334
6,8,-5.137288
6,8,-2.975506
6,9,-19.78633
6,9,-1.213361
6,9,-12.83506
6,9,-9.015118
6,9,-2.671601
6,9,-1.717663
6,9,-2.232442
6,9,-0.9179077
6,9,-0.913717
6,9,-1.282945
6,9,-1.621002
6,9,-0.8320744
6,9,-5.06471
6,10,-27.47185
6,10,-8.17638
6,10,-12.04445
6,10,-6.921913
6,10,-4.231996
6,10,-3.10108
6,10,-1.375703
6,10,-1.034897
6,10,-0.6437646
6,10,-2.721559
6,10,-0.9559659
6,10,-0.9688109
7,1,-2.119342
7,1,-2.764951
7,1,-2.993318
7,1,-3.667074
7,1,-2.709997
7,1,-3.74599
7,1,-1.249356
7,1,-1.706456
7,1,-2.54445
7,1,-0.7079765
7,1,-2.143368
7,1,-0.8492895
7,1,-1.046843
7,1,-2.116993
7,1,-0.7811027
7,1,-0.9615451
7,1,-0.7774149
7,1,-0.7739043
7,1,-1.548135
7,1,-0.8819997
7,1,-1.82924
7,1,-2.102793
7,1,-3.237954
7,1,-2.287046
7,1,-7.681146
7,2,-12.28698
7,2,-14.78617
7,2,-15.60182
7,2,-10.97137
7,2,-1.943663
7,2,-1.903239
7,2,-2.184339
7,2,-0.7665819
