Number,Case,Acceleration
Execute,1,-2.102793
Execute,1,-3.237954
Execute,1,-0.07878356
Execute,1,-2.287046
Execute,2,-12.28698
Execute,2,-0.1622379
Execute,2,-14.78617
Execute,2,-15.60182
Execute,2,-10.97137
Execute,2,-0.358915
Execute,2,-1.943663
Execute,2,-0.3105579
Execute,2,-1.903239
Execute,2,-2.184339
Execute,2,-0.7665819
Execute,2,-1.936758
Execute,2,-3.147192
Execute,2,-0.607826
Execute,2,-1.615708
Execute,2,-9.387061
Execute,3,-0.2027467
Execute,3,-1.830342
Execute,3,-6.140102
Execute,3,-0.03634132
Execute,3,-1.173996
Execute,3,-0.3496464
Execute,3,-2.096071
Execute,3,-3.717469
Execute,3,-3.732069
Execute,3,-0.07281266
Execute,3,-0.8067167
Execute,3,-0.7028084
Execute,3,-3.290856
Execute,3,-9.515826
Execute,4,-10.75369
Execute,4,-12.25123
Execute,4,-3.22388
Execute,4,-4.035838
Execute,4,-0.2777122
Execute,4,-3.507395
Execute,4,-13.3292
Execute,5,-0.1853094
Execute,5,-1.140015
Execute,5,-2.372782
Execute,5,-1.137673
Execute,5,-4.233471
Execute,5,-0.2228837
Execute,5,-2.879261
Execute,5,-1.961897
Execute,5,-1.360034
Execute,5,-0.004797336
Execute,5,-2.624918
Execute,5,-0.6087989
Execute,5,-9.926991
Execute,6,-12.69424
Execute,6,-18.22393
Execute,6,-0.2890974
Execute,6,-21.32207
Execute,6,-8.168944
Execute,6,-0.6442024
Execute,6,-0.8975098
Execute,6,-1.079885
Execute,6,-3.661435
Execute,6,-4.125341
Execute,6,-8.024002
Execute,6,-13.56005
Execute,6,-18.91892
Execute,7,-5.0274
Execute,7,-0.6600052
Execute,7,-14.70203
Execute,7,-12.66605
Execute,7,-5.931833
Execute,7,-0.503929
Execute,8,-12.62099
Execute,8,-7.530829
Execute,8,-2.671837
Execute,8,-5.960285
Execute,8,-0.2310203
Execute,8,-2.251742
Execute,8,-0.8585647
Execute,8,-0.1846917
Execute,8,-6.450779
Execute,9,-15.62852
Execute,9,-1.698112
Execute,9,-14.16722
Execute,9,-17.8942
Execute,9,-8.265178
Execute,9,-7.61909
Execute,9,-0.1685712
Execute,9,-2.449471
Execute,9,-5.01017
Execute,9,-0.3410786
Execute,9,-5.189866
Execute,10,-21.59088
Execute,10,-0.3162518
Execute,10,-19.13292
Execute,10,-2.679008
Execute,10,-18.50196
Execute,10,-0.7989213
Execute,1,-9.877988
Execute,1,-8.009413
Execute,1,-2.24753
Execute,1,-3.855093
Execute,1,-0.8391243
Execute,1,-0.566072
Execute,1,-2.519182
Execute,1,-2.4209
Execute,1,-0.04184786
Execute,1,-6.755672
Execute,1,-8.172048
Execute,1,-3.22055
Execute,1,-0.01615216
Execute,1,-0.7288139
Execute,1,-3.949332
Execute,1,-1.247131
Execute,1,-5.473052
Execute,2,-7.4704
Execute,2,-7.048697
Execute,2,-0.3305189
Execute,2,-0.3946368
Execute,2,-2.472374
Execute,2,-1.660596
Execute,2,-0.4445518
Execute,2,-2.24207
Execute,2,-0.4582021
Execute,2,-0.7711012
Execute,2,-0.3913316
Execute,2,-0.424278
Execute,2,-2.079733
Execute,3,-4.995418
Execute,3,-2.13243
Execute,3,-0.9953693
Execute,3,-5.375872
Execute,3,-4.607893
Execute,3,-0.2445967
Execute,3,-2.302244
Execute,3,-0.8840533
Execute,3,-0.4273003
Execute,3,-0.00502402
Execute,3,-0.0108486
Execute,3,-2.635584
Execute,3,-0.4575728
Execute,3,-1.702571
Execute,3,-0.3441282
Execute,3,-0.1737757
Execute,3,-1.04276
Execute,3,-0.4690218
Execute,3,-2.052565
Execute,3,-2.828157
Execute,3,-1.367179
Execute,3,-0.009166449
Execute,3,-0.1545206
Execute,3,-5.001265
Execute,3,-8.857451
Execute,4,-1.774664
Execute,4,-5.328771
Execute,4,-2.270338
Execute,4,-3.224774
Execute,4,-1.482679
Execute,4,-1.165875
Execute,4,-0.5859136
Execute,4,-0.0004562549
Execute,4,-1.409942
Execute,4,-3.781316
Execute,4,-3.946772
Execute,4,-0.1943932
Execute,4,-1.337582
Execute,4,-0.6625769
Execute,4,-2.544372
Execute,4,-0.1660891
Execute,4,-4.844318
Execute,5,-8.188673
Execute,5,-9.083587
Execute,5,-8.974553
Execute,5,-2.855442
Execute,5,-0.104758
Execute,5,-0.8304991
Execute,5,-0.02062395
Execute,5,-3.539027
Execute,5,-1.663668
Execute,5,-1.78207
Execute,5,-1.752184
Execute,5,-0.9885804
